,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Ref_Wave,Test_Wave,MOS,warp_q_mfcc,warp_q_mel,pesq,prediction
118,118,118,118,118,resources/Genspeech/OpusNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir4/lpcn.wav,3.702602185,0.8650273737889042,2.177691445264489,1.648534059524536,3.3264122
119,119,119,119,119,resources/Genspeech/OpusNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir4/lpcn.wav,3.297682163,0.8572406275715116,2.5627520816737634,1.6516072750091553,3.0878015
120,120,120,120,120,resources/Genspeech/OpusNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir5/lpcn.wav,2.526143526,0.8885405234774827,2.358098281972314,1.650959849357605,2.5395236
121,121,121,121,121,resources/Genspeech/OpusNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir5/lpcn.wav,2.661952967,0.8465462357920644,2.395853354668661,1.6686749458312988,2.7002907
122,122,122,122,122,resources/Genspeech/OpusNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir6/lpcn.wav,3.163041515,0.8923382400369487,2.225992720926564,1.6644212007522583,2.737015
123,123,123,123,123,resources/Genspeech/OpusNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir6/lpcn.wav,3.072714977,0.8386229454105295,2.51853518365767,1.6946370601654053,3.0017629
124,124,124,124,124,resources/Genspeech/OpusNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir7/lpcn.wav,2.770067975,0.8248966671620132,2.4405906936728643,1.5814945697784424,2.9799817
125,125,125,125,125,resources/Genspeech/OpusNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir7/lpcn.wav,2.365900806,0.880515693157134,2.395735749871095,1.6296846866607666,2.4300013
126,126,126,126,126,resources/Genspeech/OpusNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir8/lpcn.wav,3.25942258,0.8521466269867066,2.5368085364420865,1.821294069290161,3.0442927
127,127,127,127,127,resources/Genspeech/OpusNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir8/lpcn.wav,3.214689889,0.7559929519389023,2.2638837356296144,1.6529276371002195,3.6204662
128,128,128,128,128,resources/Genspeech/OpusNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir1/opus6.wav,1.71777883,0.9232679222481384,2.540200603205909,1.310980200767517,2.567275
129,129,129,129,129,resources/Genspeech/OpusNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir1/opus6.wav,1.97512892,0.914161062709455,2.814466443798399,1.5587663650512695,2.2607374
130,130,130,130,130,resources/Genspeech/OpusNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir2/opus6.wav,1.43199682,0.9523521363000228,2.811806732589494,1.3497772216796875,2.3477674
131,131,131,131,131,resources/Genspeech/OpusNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir2/opus6.wav,2.000542857,0.9105007332018986,2.4680650582915504,1.4861735105514526,1.9668083
132,132,132,132,132,resources/Genspeech/OpusNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir3/opus6.wav,1.70151828,0.9116747353063044,2.628166669187352,1.5117483139038086,2.3822362
133,133,133,133,133,resources/Genspeech/OpusNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir3/opus6.wav,1.884172887,0.9330997180759544,2.692175399623148,1.3435879945755005,2.664712
134,134,134,134,134,resources/Genspeech/OpusNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir4/opus6.wav,1.709548714,0.9492608397923183,2.834710566087808,1.359589695930481,2.2414365
135,135,135,135,135,resources/Genspeech/OpusNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir4/opus6.wav,1.690654189,0.9537194132754364,2.9964071068861866,1.5075500011444092,1.2333964
136,136,136,136,136,resources/Genspeech/OpusNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir5/opus6.wav,1.536894372,1.0008127151241044,2.3058246330107828,1.314222812652588,1.6484721
137,137,137,137,137,resources/Genspeech/OpusNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir5/opus6.wav,1.656299537,0.908521508071523,2.435362928178216,1.471959114074707,1.8524125
138,138,138,138,138,resources/Genspeech/OpusNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir6/opus6.wav,1.5768405,0.9825352997764752,2.269620088475847,1.3791704177856443,1.3450062
139,139,139,139,139,resources/Genspeech/OpusNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir6/opus6.wav,1.805412026,0.9367548900745586,2.8602625996585984,1.4256131649017334,1.9011643
140,140,140,140,140,resources/Genspeech/OpusNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir7/opus6.wav,1.863130774,0.9554451028582184,2.755232846363495,1.3860042095184326,1.9498211
141,141,141,141,141,resources/Genspeech/OpusNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir7/opus6.wav,1.68573973,0.958973036406684,2.684690688774133,1.4799368381500244,1.2512681
142,142,142,142,142,resources/Genspeech/OpusNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir8/opus6.wav,1.7256095830000002,0.9229923894534308,2.773927709472921,1.3907787799835205,2.5389328
143,143,143,143,143,resources/Genspeech/OpusNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir8/opus6.wav,1.649346871,0.8738431960184443,2.4914369435547936,1.554384469985962,2.7097814
144,144,144,144,144,resources/Genspeech/OpusNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir1/wavn.wav,3.631310492,0.8281520133630973,2.696690508451949,1.250828504562378,2.9428785
145,145,145,145,145,resources/Genspeech/OpusNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir1/wavn.wav,4.032621345,0.8409198103199761,2.7838324580584475,1.437089443206787,4.29528
146,146,146,146,146,resources/Genspeech/OpusNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir2/wavn.wav,4.515683682,0.8155663937769411,2.649822519140894,1.436277985572815,3.9136348
147,147,147,147,147,resources/Genspeech/OpusNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir2/wavn.wav,3.431291336,0.8953525169394163,2.503994408472088,1.2192933559417725,2.8777294
148,148,148,148,148,resources/Genspeech/OpusNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir3/wavn.wav,4.086055434,0.8406507488207605,2.6743520725233907,1.381939172744751,3.9169698
149,149,149,149,149,resources/Genspeech/OpusNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir3/wavn.wav,3.959532916,0.8862368148742232,2.730803182613012,1.4080321788787842,3.4618769
150,150,150,150,150,resources/Genspeech/OpusNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir4/wavn.wav,4.539774986,0.8230913864302302,2.618289895472917,1.4236509799957275,3.7954912
151,151,151,151,151,resources/Genspeech/OpusNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir4/wavn.wav,4.017158907,0.8806623132331055,2.6834341835367272,1.327000856399536,3.4222665
152,152,152,152,152,resources/Genspeech/OpusNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir5/wavn.wav,3.755301912,0.8794027886528757,2.308078576556603,1.38386070728302,2.5507915
153,153,153,153,153,resources/Genspeech/OpusNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir5/wavn.wav,3.88462889,0.9021359075259854,2.519899723821167,1.5052285194396973,2.3179736
154,154,154,154,154,resources/Genspeech/OpusNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir6/wavn.wav,4.0157363,0.91102173794957,2.1438388787996594,1.4283956289291382,2.0644586
155,155,155,155,155,resources/Genspeech/OpusNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir6/wavn.wav,4.003241578,0.8890125517771018,2.7604140856092942,1.36669921875,3.3528695
156,156,156,156,156,resources/Genspeech/OpusNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir7/wavn.wav,3.962085601,0.8476168071591327,2.6288902067679656,1.608564376831055,3.5834498
157,157,157,157,157,resources/Genspeech/OpusNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir7/wavn.wav,3.4731283360000003,0.9168047804682904,2.6238230351790173,1.4053725004196167,2.506456
158,158,158,158,158,resources/Genspeech/OpusNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir8/wavn.wav,3.961081797,0.8387338325396024,2.7585318258685074,1.4215031862258911,4.1603365
159,159,159,159,159,resources/Genspeech/OpusNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir8/wavn.wav,4.209914321,0.8143613271701831,2.522660773112597,1.4017034769058228,3.301189
